CCLE Cell Line Name	Compound	Doses (uM)	Activity Data (median)	EC50 (uM)	IC50 (uM)	ActArea
HS746T_STOMACH	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	8.90,-2.0,9.67,6.25,-.35,-5.1,-19,-59	8.86434587	6.633160591	0.845
HS766T_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	49.2,22.1,10.9,8.95,13.2,6.30,2.33,-34	8.217544941	8.0	0.3245
HS840T_UPPER_AERODIGESTIVE_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.81,13.8,16.6,-3.3,.21,-15,-2.1,-52	8.875216243	8.0	0.5775
HS852T_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	.35,-.16,10.5,1.17,-1.3,-45,-49,-74	0.630439401	0.932404697	1.595
HS895T_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.29,3.50,22.5,.71,-11,-2.2,-.56,-60		2.193813385	0.6128
HS936T_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.06,6.46,.35,1.13,-4.1,-.88,-7.5,-26	8.495500102	8.0	0.2207
HS939T_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	7.86,16.5,20.8,2.05,7.76,-.59,.46,-7.1		8.0	0.07816
HS944T_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	.28,1.90,-1.1,-8.2,-6.1,-17,-28,-48	8.689236463	8.0	0.919
HSC2_UPPER_AERODIGESTIVE_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.19,-.75,2.73,-.67,-4.5,-3.4,-1.7,-9.6		8.0	0.1172
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	23.6,11.8,-6.0,13.6,-.45,-16,-8.5,-15		8.0	0.472
HT1080_SOFT_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.26,5.02,-2.7,.35,-4.6,-9.3,-18,-56	8.633543787	7.100716114	0.6785
HT1197_URINARY_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.3,15.5,-9.9,-.60,-18,-25,-38,-81	8.531428301	3.332540035	1.5118
HT1376_URINARY_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.57,3.21,12.7,-6.7,22.3,-9.6,-38,-50	1.417314887	8.0	0.9099
HT144_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	7.30,3.75,-9.7,4.27,-1.5,-3.6,-28,-62	3.215185642	4.869328499	0.8903
HT29_LARGE_INTESTINE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.46,8.85,3.53,1.75,-8.4,-41,-64,-95	1.592987418	1.376474261	1.8932
HUCCT1_BILIARY_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.8,2.32,-.17,-3.2,-9.0,-10,-13,-26	8.685516998	8.0	0.3628
HUH1_LIVER	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.0,-2.3,8.57,-6.1,6.07,-46,-51,-83	1.376995087	1.66758883	1.4368
HUPT3_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	.60,7.47,30.6,-8.2,-6.8,-3.7,-.81,-48	8.952483802	8.0	0.5173
HUPT4_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	41.2,-23,4.43,-19,-7.3,-55,-4.5,-78		1.387827429	2.0752
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	37.1,-5.5,-3.5,6.64,5.62,2.56,-37,-69		1.822629352	1.68
IALM_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,17.2,.95,25.8,-29,16.0,-14,-37		8.0	1.0362
IGR37_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.0,-.030,2.12,9.14,-24,1.21,-27,-91		0.13937079	1.4834
IGR39_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.9,-5.3,.38,-2.1,-1.8,-4.9,-12,-49	6.375509262	8.0	0.7806
IGROV1_OVARY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.16,-3.0,.50,-.92,-4.9,-8.5,-12,-19		8.0	0.3161
IM95_STOMACH	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	61.9,-4.8,72.1,-46,38.8,-41,2.78,-57		8.0	1.8968
IMR32_AUTONOMIC_GANGLIA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,-1.2,16.4,-11,3.60,-17,-47,-88	3.01675272	2.705385923	1.434
IPC298_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.3,8.27,.40,.30,-2.8,-12,-21,-82	8.599734003	4.911699772	0.9805
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	20.0,3.94,17.8,-3.5,13.8,2.19,-20,-42	2.348448277	8.0	0.6813
ISTMES1_PLEURA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	10.4,21.5,2.96,-8.7,-7.5,-21,-12,-53		6.513892495	1.0009
ISTMES2_PLEURA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.0,5.71,-5.2,3.73,-6.6,-15,-19,-22	0.373697668	8.0	0.8105
J82_URINARY_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	3.02,1.97,-12,3.07,1.23,6.62,-16,-33	2.617492437	8.0	0.5417
JHH2_LIVER	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	7.61,11.7,1.86,-2.8,-.45,-12,-23,-44	8.953401009	8.0	0.6633
JHH4_LIVER	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	11.1,10.5,4.13,-5.9,.88,2.51,-6.0,-56	8.597960697	7.419638634	0.6781
JHH5_LIVER	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-3.3,-16,-7.8,-4.0,-16,-35,-102	5.97197485	3.495026588	1.2766
JHH6_LIVER	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	9.61,2.35,8.84,-10,-4.7,-3.3,-.89,-9.1		8.0	0.05775
JHH7_LIVER	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	16.5,9.38,-2.1,-2.0,.61,-16,-65,-88	1.592585444	1.806263089	1.6698
JHOS2_OVARY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.65,10.4,-2.6,-14,-20,-25,-34,-61	8.937328059	4.9757967	1.2322
JHOS4_OVARY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,.98,8.92,-2.6,-23,-17,-37,-88	8.511230561	3.452549696	1.549
JHUEM2_ENDOMETRIUM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.7,15.0,-4.2,16.9,-4.6,-10,-31,-26	0.59694469	8.0	0.4333
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	10.8,7.23,-2.9,2.90,-3.4,9.02,12.7,-4.6		8.0	0.2846
JMSU1_URINARY_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,-2.3,1.72,3.29,-13,-30,-47,-74	2.346405745	2.492431164	1.4305
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.5,25.3,4.40,26.9,-4.0,.95,-13,-80	8.63102291	5.302770138	1.2993
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	23.0,6.20,15.9,-6.2,2.92,15.5,23.1,-60	8.044074396	7.611978054	1.0059
K029AX_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	7.43,-7.2,10.9,-7.4,.78,-21,-19,-98	8.573261535	4.483352184	1.4618
KALS1_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	7.62,.19,11.5,3.90,-3.8,-16,-7.9,-23		8.0	0.4127
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.1,5.64,18.9,.47,5.31,-7.8,-.90,-38	8.355035277	8.0	0.2968
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.96,10.9,-14,-21,-2.0,5.52,-23,-91	3.286682367	3.330083609	1.432
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	8.68,15.9,-.53,3.16,-20,-62,-92,-94	0.427993447	0.515746772	2.9271
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	9.07,7.56,6.94,-.77,-5.5,-19,-23,-57	8.537339287	6.684100151	1.5103
KCIMOH1_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	19.2,-.51,6.44,-2.0,.72,-11,-68,-89	1.585386395	1.767559767	1.5452
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	21.5,23.5,22.3,9.59,-.56,9.32,-7.9,-60	8.692699334	6.837701797	0.8817
KE39_STOMACH	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.7,-5.0,-13,-3.5,-3.6,-18,-43,-78	8.343189784	3.493362665	1.5188
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,4.46,-6.7,6.82,-16,-13,-22,-34	8.506781973	8.0	0.6478
KELLY_AUTONOMIC_GANGLIA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.5,2.70,1.20,31.6,18.5,-5.6,-27,-43		8.0	0.7389
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	8.08,-8.5,9.10,17.6,15.7,-2.6,-3.7,-60		2.640584832	0.7337
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	37.4,11.0,-4.0,-8.7,-48,-94,-95,-97	0.221845523	0.246601477	3.717
KLE_ENDOMETRIUM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	27.9,-7.9,2.48,-13,4.27,13.4,-3.2,-23		8.0	0.5976
KMBC2_URINARY_TRACT	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-.84,-4.7,-2.6,1.52,-6.9,-12,-10,-24	8.537094398	8.0	0.3949
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	8.56,10.2,5.45,-1.3,-3.8,-45,-56,-80	0.874251008	1.40566361	1.8889
KMRC1_KIDNEY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.04,-11,1.08,-1.5,-24,-16,-44,-34	0.560464382	8.0	1.1574
KMRC2_KIDNEY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.4,-.41,7.67,-.29,-5.4,2.40,-10,-75		0.482534881	0.8069
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-.17,-2.9,-25,20.8,-41,-65,-74,-82	0.236332193	0.279543102	3.2272
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.3,7.39,-16,-20,-22,-47,-30,-54		5.433550026	2.4135
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.9,-4.6,-9.0,-21,12.0,-74,-8.7,-99	0.652454138	0.651424348	2.0005
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.8,24.2,31.0,12.9,-22,-68,-92,-98	0.348240137	0.484309763	2.91
KNS42_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.88,27.9,-.19,5.62,-17,-26,-39,-37	1.323907375	6.282463074	1.268
KNS60_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.5,.92,-8.6,-5.6,-22,-23,-6.8,-38	8.767682474	8.0	0.8646
KNS62_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	27.6,3.11,28.0,11.4,8.51,-9.9,-21,-31	0.740666747	8.0	0.5156
KNS81_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.04,16.7,6.09,21.3,-24,-18,-32,-55	1.765342355	6.037409782	1.2942
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.08,8.88,28.4,17.9,-13,-12,-7.6,-51		6.777762554	0.8602
KP1N_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.6,-1.5,-10,-5.1,-4.9,-5.2,-33,-43	2.001878738	8.0	0.6898
KP1NL_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	11.3,-.64,-3.7,-9.5,-4.1,-8.5,-14,-25	0.181507796	8.0	0.3122
KP2_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.5,-2.1,-10,2.89,-11,-18,-33,-52	2.79756546	6.969734669	1.5709
KP3_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.3,1.00,-2.6,-3.9,-1.1,-17,-19,-33	2.521205187	8.0	0.4973
KP4_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.68,1.63,-1.8,1.70,-4.4,-11,-30,-74	8.520601836	4.758481979	1.0599
KPNSI9S_AUTONOMIC_GANGLIA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	14.1,10.6,16.0,-5.4,1.88,-42,-72,-84	0.717958808	1.030234575	2.2083
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	17.9,-11,9.18,11.0,-12,6.95,-12,-35		8.0	0.3537
KURAMOCHI_OVARY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	15.9,22.3,27.3,-2.9,-9.4,-13,-50,-75	8.149121531	2.929866552	1.4503
KYM1_SOFT_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.6,-7.9,7.47,-24,-9.1,-28,-33,-71	8.191652245	8.0	1.5614
KYSE140_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	12.3,11.1,13.7,-9.0,-12,-20,-59,-88	1.766553283	1.963032126	1.627
KYSE150_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.8,6.73,14.8,6.59,6.65,2.99,-11,-35	3.028751373	8.0	0.4188
KYSE180_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	4.03,8.72,-1.2,-6.1,-7.2,-11,-43,-79	8.368660116	3.612831354	1.2614
KYSE30_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.5,10.0,-5.9,7.07,-12,-2.8,-24,-45	8.102408221	8.0	0.9594
KYSE410_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	4.80,1.01,2.16,-11,-6.4,-22,-29,-65	8.727207852	2.273355246	1.0965
KYSE450_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	.29,1.63,3.22,3.42,-11,-2.9,-27,-33	1.653412104	8.0	0.5514
KYSE510_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	29.3,15.2,5.57,1.11,-6.8,-12,-17,-73	8.867696216	4.977478504	1.3086
KYSE520_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.04,3.71,-3.3,-.21,.39,-11,-33,-58	2.619953871	5.148413658	0.8652
KYSE70_OESOPHAGUS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	19.4,7.58,3.87,-6.9,-6.4,-21,-88,-100	1.256195068	1.257513762	2.1382
L33_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.44,-14,-.78,-7.2,-14,-24,-12,-35		8.0	1.0032
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	21.6,27.3,29.5,.63,-19,-52,-86,-95	0.393856436	0.598104239	2.9187
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.0,5.97,22.2,26.7,-6.1,-7.0,-8.6,-34	8.362116058	8.0	0.5807
LC1SQSF_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	9.79,11.4,-5.3,-2.1,-5.7,-3.1,-31,-33	1.158518553	8.0	0.6989
LCLC103H_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.78,12.4,.32,.15,-10,-14,-8.4,-33	8.97948292	8.0	0.6313
LN18_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-1.6,-10,-.91,-39,-18,-29,-79	8.356410242	4.497424126	1.4906
LN229_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.24,-.76,-12,-7.7,-13,-21,-26,-51	8.930816644	8.0	1.2309
LOUNH91_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	9.10,14.3,-12,-7.4,-1.2,-4.8,-1.7,-12		8.0	0.3336
LOXIMVI_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.5,1.68,-1.6,.98,-3.4,-10,-10,-31	8.678880332	8.0	0.4342
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	40.9,7.94,21.6,-6.2,-52,-66,-45,-76	0.111462995	0.24403888	2.8798
LS123_LARGE_INTESTINE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,11.9,1.73,14.3,-17,-2.0,-15,-53	9.178230673	7.638451099	0.8263
LS411N_LARGE_INTESTINE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.2,-7.1,4.00,2.90,-11,-25,-43,-86	8.200873171	2.996136665	1.3972
LS513_LARGE_INTESTINE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	32.9,.21,9.37,10.3,-11,-64,-72,-85	0.235538274	0.539358318	2.5798
LU99_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-.19,-2.8,2.75,4.90,-11,-33,-53,-86	2.385369301	1.975981355	1.5767
LUDLU1_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	8.31,32.8,-13,26.1,-33,-39,-65,-66		1.434306904	1.9451
M059J	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,8.13,-6.4,4.43,-4.6,-8.1,-21,-13		8.0	0.5874
MALME3M_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	9.54,3.39,.22,7.86,-15,-28,-43,-84	8.715344684	2.855088949	1.5363
MB157_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	11.7,3.69,-2.1,40.4,-25,-30,-36,-93		0.309648394	2.379
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.9,5.37,-3.7,15.6,-25,20.1,8.82,8.90		8.0	0.2977
MCAS_OVARY	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.45,1.59,-8.1,-4.0,-4.3,-11,-20,-72	8.668376571	6.092284679	0.913
MCF7_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	3.52,-11,-24,5.55,-16,-55,-121,-143	1.059732199	0.716056585	1.7882
MDAMB157_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-.089,-7.7,7.81,-10,3.12,-17,-46	2.88415885	8.0	0.7972
MDAMB175VII_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	10.1,10.8,-29,-9.9,-14,-7.5,-32,-23		8.0	0.8511
MDAMB415_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	14.1,-6.3,.44,-3.9,-.96,-17,-27,-56		4.382416034	0.5793
MDAMB435S_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	10.4,10.6,-2.6,-6.3,-11,-20,-32,-59	9.111120698	5.687198162	1.3564
MDAMB436_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	.97,-8.7,-5.7,-23,-.82,-24,-16,-51	8.548909605	8.0	1.1129
MDAMB453_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,8.53,.77,-6.4,-18,-20,-27,-73	8.747546334	4.530221939	1.1017
MDAMB468_BREAST	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.03,-6.4,-3.3,11.8,-29,-30,-40,-84	9.055180801	2.823380709	1.9311
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-.73,18.6,28.4,48.6,17.5,-14,-13,-42		8.0	1.2566
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	7.57,2.76,-3.9,-5.2,-8.4,-8.6,-.90,-39	8.638485987	8.0	0.5139
MELHO_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	20.5,-1.4,11.2,-9.7,9.55,-13,-8.1,-99	8.03755454	5.168223858	1.3099
MESSA_SOFT_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.62,-1.1,-12,-3.5,-2.3,-15,-14,-18		8.0	0.2815
MEWO_SKIN	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	18.4,16.1,3.64,15.5,13.4,1.92,-16,-28		8.0	0.3319
MFE280_ENDOMETRIUM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	29.7,-9.0,5.37,-6.5,-2.7,-4.7,9.05,-30		8.0	0.5249
MFE296_ENDOMETRIUM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.62,-.87,6.60,-13,-14,-20,-31,-53	8.926175778	7.501813412	0.9253
MFE319_ENDOMETRIUM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.39,3.14,36.6,1.04,-4.9,-17,-29,-51	6.926526546	7.701841831	0.7763
MG63_BONE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,4.00,.43,2.84,-6.4,-25,-36,-75	8.136759459	3.710702658	1.392
MHHES1_BONE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	11.1,1.22,7.79,3.18,-9.8,-26,-62,-92	2.430807352	1.775179029	2.06
MIAPACA2_PANCREAS	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.17,-8.9,5.36,1.76,-3.0,-36,-42,-78	6.491219521	2.861631393	1.4882
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,.60,8.31,-1.6,14.0,.28,-16,-59	3.541588545	5.570897102	0.5617
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.58,-.63,16.0,18.1,-7.5,-32,-38,-8.3	0.26321578	8.0	0.7745
MKN45_STOMACH	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.8,.067,9.13,-.65,-16,-9.0,-17,-37		8.0	0.5995
MKN7_STOMACH	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	18.3,13.3,21.6,11.9,14.9,-.63,8.18,-35		8.0	0.3176
MKN74_STOMACH	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.8,4.49,11.7,11.4,-18,-9.6,-42,-66	3.385849476	3.769882917	1.2515
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.35,2.15,-14,-8.1,-.21,-12,-8.8,-16		8.0	0.2712
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	6.73,-4.7,4.33,10.5,-35,-52,-56,-67	0.229085594	0.331311166	2.4006
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	4.65,16.0,17.4,-.037,-2.2,-4.4,-11,-73	8.610932761	5.809138775	1.5338
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	38.1,33.7,13.1,-5.7,-11,-30,-69,-94	8.48180812	1.44956553	2.5881
MORCPR_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.5,9.06,-2.0,17.5,2.48,-8.8,-16,-32	2.852065325	8.0	0.4603
MPP89_PLEURA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.94,.32,-.48,-14,-16,-28,-13,-37	0.002542614	8.0	1.0837
MSTO211H_PLEURA	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	1.32,11.7,-14,7.43,1.20,2.52,-21,-22		8.0	0.5041
NCIH1048_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	9.79,16.3,4.29,.95,10.3,-11,-5.5,-33	8.624739739	8.0	0.798
NCIH1092_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,-22,14.7,1.11,9.64,-9.7,-2.8,-47		8.0	0.5824
NCIH1155_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	2.62,14.3,21.4,15.5,-5.0,5.82,-27,-52	5.338488102	7.266235352	0.7336
NCIH1184_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	39.8,-24,-14,16.4,51.9,60.1,56.1,-28		8.0	0.6452
NCIH1299_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	18.9,20.2,4.27,-5.7,-4.3,-20,-40,-57	8.595679249	5.331521988	1.2383
NCIH1339_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	3.33,2.77,5.01,-1.1,1.20,-7.4,-13,-32	8.826031258	8.0	0.645
NCIH1341_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.4,41.8,24.8,2.43,-18,-6.9,-51,-80		0.334254905	1.8219
NCIH1355_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	10.7,4.32,13.9,12.8,-2.8,-29,-25,-52	0.574009538	4.051389694	0.9139
NCIH1373_LUNG	AEW541	.0025,.0080,.025,.080,.25,.80,2.53,8	5.98,-4.7,8.40,-3.9,-11,-10,-17,-34	9.100987228	8.0	0.5229
